link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe,publisher,weightCategory,appearanceRaw,appearances,minorAppearances,picLink,superName,fullName,nickName
http://marvel.wikia.com/wiki/Alexander_Woolcot_(Earth-616),Male,"5' 2""",105 lbs (48 kg),"Peter Parker, The Spectacular Spider-Man  #112(March, 1986)","March, 1986",1986,62,105,Alexander Woolcot,Earth-616,Marvel,normal,"[' 11 Appearances of Alexander Woolcot (Earth-616)\n', '  Minor Appearances of Alexander Woolcot (Earth-616)\n']",11,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f2/Alexander_Woolcot_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Vol_1_1_0001.jpg/revision/latest?cb=20061010035227,Ashcan,Alexander Woolcot,
http://marvel.wikia.com/wiki/Angela_Salazar_(Earth-93060),Female,"5' 2""",105 lbs (48 kg),"Freex  #1(July, 1993)","July, 1993",1993,62,105,Angela Salazar,Earth-93060,Marvel,normal,"[' 34 Appearances of Angela Salazar (Earth-93060)\n', '  Minor Appearances of Angela Salazar (Earth-93060)\n']",34,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/06/Angela_Salazar_%28Earth-93060%29_from_Freex_Vol_1_2_0001.jpg/revision/latest?cb=20100503024649,Sweetface,Angela Guadalupe Salazar,
http://marvel.wikia.com/wiki/Blaquesmith_(Earth-12201),Male,"5' 3""",105 lbs (48 kg),"Avengers: X-Sanction  #1(February, 2012)","February, 2012",2012,63,105,Blaquesmith,Earth-12201,Marvel,under,"[' 8 Appearances of Blaquesmith (Earth-12201)\n', '  Minor Appearances of Blaquesmith (Earth-12201)\n']",8,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9f/Blaquesmith_%28Earth-12201%29_from_Cable_and_X-Force_Vol_1_10.jpg/revision/latest?cb=20130620232815,Blaquesmith,Unknown,
http://marvel.wikia.com/wiki/Blaquesmith_(Earth-4935),Male,"5' 3""",105 lbs (48 kg),"X-Men Prime  #1(July, 1995)","July, 1995",1995,63,105,Blaquesmith,Earth-4935,Marvel,under,"[' 71 Appearances of Blaquesmith (Earth-4935)\n', ' 1 Minor Appearances of Blaquesmith (Earth-4935)\n']",71,1,https://vignette.wikia.nocookie.net/marveldatabase/images/0/00/Blaquesmith_%28Earth-4935%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_2_0001.jpg/revision/latest?cb=20161226232158,Blaquesmith,Unknown,
http://marvel.wikia.com/wiki/Celeste_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Celeste Cuckoo,Earth-616,Marvel,under,"[' 202 Appearances of Celeste Cuckoo (Earth-616)\n', ' 6 Minor Appearances of Celeste Cuckoo (Earth-616)\n']",202,6,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e7/Celeste_Cuckoo_%28Earth-616%29_from_Uncanny_X-Men_Vol_4_16_002.jpg/revision/latest?cb=20170317022131,Celeste,Celeste Cuckoo,
http://marvel.wikia.com/wiki/Danielle_Moonstar_(Earth-295),Female,"5' 6""",105 lbs (48 kg),"X-Calibre  #1(March, 1995)","March, 1995",1995,66,105,Danielle Moonstar,Earth-295,Marvel,under,"[' 4 Appearances of Danielle Moonstar (Earth-295)\n', '  Minor Appearances of Danielle Moonstar (Earth-295)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/54/Danielle_Moonstar_%28Earth-295%29_from_X-Men_Age_of_Apocalypse_Vol_1_2_0001.jpg/revision/latest?cb=20110720062931,Danielle Moonstar,Danielle Moonstar,
http://marvel.wikia.com/wiki/Danielle_Moonstar_(Earth-58163),Female,"5' 6""",105 lbs (48 kg),"New X-Men Vol 2  #16(September, 2005)","September, 2005",2005,66,105,Danielle Moonstar,Earth-58163,Marvel,under,"[' 5 Appearances of Danielle Moonstar (Earth-58163)\n', '  Minor Appearances of Danielle Moonstar (Earth-58163)\n']",5,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fa/Danielle_Moonstar_%28Earth-58163%29_from_New_X-Men_Vol_2_16_0001.jpg/revision/latest?cb=20061202185749,Moonstar,Danielle Moonstar,
http://marvel.wikia.com/wiki/Darlene_Magniconte_(Earth-148611),Female,"5' 8""",105 lbs (48 kg),"Kickers, Inc.  #1(November, 1986)","November, 1986",1986,68,105,Darlene Magniconte,Earth-148611,Marvel,under,"[' 14 Appearances of Darlene Magniconte (Earth-148611)\n', '  Minor Appearances of Darlene Magniconte (Earth-148611)\n']",14,0,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4f/Darlene_Magniconte_%28Earth-148611%29_from_New_Avengers_Vol_1_16_001.jpg/revision/latest?cb=20151206082335,Doll,Darlene Magniconte,
http://marvel.wikia.com/wiki/Esme_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Esme Cuckoo,Earth-616,Marvel,under,"[' 30 Appearances of Esme Cuckoo (Earth-616)\n', ' 3 Minor Appearances of Esme Cuckoo (Earth-616)\n']",30,3,https://vignette.wikia.nocookie.net/marveldatabase/images/9/94/Esme_Cuckoo_%28Earth-616%29_from_New_X-Men_Vol_1_147.png/revision/latest?cb=20130706001738,Esme,Esme Cuckoo,
http://marvel.wikia.com/wiki/Harley_Davis_(Earth-616),Female,"5' 4""",105 lbs (48 kg),"Motormouth  #1(June, 1992)","June, 1992",1992,64,105,Harley Davis,Earth-616,Marvel,under,"[' 31 Appearances of Harley Davis (Earth-616)\n', '  Minor Appearances of Harley Davis (Earth-616)\n']",31,0,https://vignette.wikia.nocookie.net/marveldatabase/images/4/48/Revolutionary_War_Motormouth_Vol_1_1_Textless.jpg/revision/latest?cb=20131212184136,Motormouth,Harley Davis,
http://marvel.wikia.com/wiki/Irma_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Irma Cuckoo,Earth-616,Marvel,under,"[' 203 Appearances of Irma Cuckoo (Earth-616)\n', ' 4 Minor Appearances of Irma Cuckoo (Earth-616)\n']",203,4,https://vignette.wikia.nocookie.net/marveldatabase/images/1/12/Irma_Cuckoo_%28Earth-616%29_from_All-New_X-Men_Vol_2_18_001.jpg/revision/latest?cb=20170319175429,Mindee,Irma Cuckoo,
http://marvel.wikia.com/wiki/Janet_van_Dyne_(Earth-1610),Female,"5' 3""",105 lbs (48 kg),"Ultimates  #2(April, 2002)","April, 2002",2002,63,105,Janet van Dyne,Earth-1610,Marvel,under,"[' 70 Appearances of Janet van Dyne (Earth-1610)\n', ' 6 Minor Appearances of Janet van Dyne (Earth-1610)\n']",70,6,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c8/Wasp-%28Earth-1610%29.png/revision/latest?cb=20100219183913,Wasp,Janet Van Dyne,
http://marvel.wikia.com/wiki/Mary_Mitchell_(Earth-616),Female,"5' 8""",105 lbs (48 kg),"Sun Girl  #1(August, 1948)","August, 1948",1948,68,105,Mary Mitchell,Earth-616,Marvel,under,"[' 18 Appearances of Mary Mitchell (Earth-616)\n', '  Minor Appearances of Mary Mitchell (Earth-616)\n']",18,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/91/Mary_Mitchell_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_8_001.jpg/revision/latest?cb=20061208201447,Sun Girl,Mary Mitchell,
http://marvel.wikia.com/wiki/Pavitr_Prabhakar_(Earth-50101),Male,"5' 5""",105 lbs (48 kg),"Spider-Man: India  #1(January, 2005)","January, 2005",2005,65,105,Pavitr Prabhakar,Earth-50101,Marvel,under,"[' 37 Appearances of Pavitr Prabhakar (Earth-50101)\n', ' 1 Minor Appearances of Pavitr Prabhakar (Earth-50101)\n']",37,1,https://vignette.wikia.nocookie.net/marveldatabase/images/6/6b/Spider-Verse_Vol_2_5_Campbell_Variant_Textless.jpg/revision/latest?cb=20150928091117,Spider-Man,Pavitr Prabhakar,
http://marvel.wikia.com/wiki/Phoebe_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Phoebe Cuckoo,Earth-616,Marvel,under,"[' 200 Appearances of Phoebe Cuckoo (Earth-616)\n', ' 4 Minor Appearances of Phoebe Cuckoo (Earth-616)\n']",200,4,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f2/Phoebe_Cuckoo_%28Earth-616%29_from_Uncanny_X-Men_Vol_4_16_001.jpg/revision/latest?cb=20170317022519,Phoebe,Phoebe Cuckoo,
http://marvel.wikia.com/wiki/Rebecca_Ryan_(Earth-616),Female,"5' 5""",105 lbs (48 kg),"The Order Vol 2  #1(September, 2007)","September, 2007",2007,65,105,Rebecca Ryan,Earth-616,Marvel,under,"[' 14 Appearances of Rebecca Ryan (Earth-616)\n', '  Minor Appearances of Rebecca Ryan (Earth-616)\n']",14,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f3/Rebecca_Ryan_%28Earth-616%29_004.jpg/revision/latest?cb=20100504005946,Aralune,Rebecca Ryan,
http://marvel.wikia.com/wiki/Silhouette_Chord_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New Warriors  #2(August, 1990)","August, 1990",1990,66,105,Silhouette Chord,Earth-616,Marvel,under,"[' 108 Appearances of Silhouette Chord (Earth-616)\n', '  Minor Appearances of Silhouette Chord (Earth-616)\n']",108,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f6/Silhouette_Chord_%28Earth-616%29_from_New_Warriors_5_7_0001.png/revision/latest?cb=20140704083626,Silhouette,Silhouette Chord,
http://marvel.wikia.com/wiki/Sophie_Cuckoo_(Earth-616),Female,"5' 6""",105 lbs (48 kg),"New X-Men  #118(November, 2001)","November, 2001",2001,66,105,Sophie Cuckoo,Earth-616,Marvel,under,"[' 23 Appearances of Sophie Cuckoo (Earth-616)\n', ' 6 Minor Appearances of Sophie Cuckoo (Earth-616)\n']",23,6,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5c/Sophie_Cuckoo_Eldest_Five-In-One.png/revision/latest?cb=20151101161525,Sophie,Sophie Cuckoo,
http://marvel.wikia.com/wiki/Valeria_von_Doom_(Earth-99315),Female,"5' 4""",105 lbs (48 kg),"Fantastic Four Vol 3  #15(March, 1999)","March, 1999",1999,64,105,Valeria von Doom,Earth-99315,Marvel,under,"[' 16 Appearances of Valeria von Doom (Earth-99315)\n', ' 1 Minor Appearances of Valeria von Doom (Earth-99315)\n']",16,1,https://vignette.wikia.nocookie.net/marveldatabase/images/b/be/Valeria_von_Doom_%28Earth-99315%29_from_Fantastic_Four_Vol_3_20_0001.jpg/revision/latest?cb=20180322092958,Marvel Girl,Valeria von Doom,
http://marvel.wikia.com/wiki/Aragorn_(Earth-12131),Male,"5' 5"" at withers",1050 lbs (476 kg),"Marvel: Avengers Alliance(March 1, 2012)",1-Mar-12,2012,65,105,Aragorn,Earth-12131,Marvel,under,"[' 1 Appearances of Aragorn (Earth-12131)\n', '  Minor Appearances of Aragorn (Earth-12131)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a2/Aragorn_%28Earth-12131%29_001.png/revision/latest?cb=20130525171007,Aragorn,Aragorn,
http://marvel.wikia.com/wiki/Aragorn_(Earth-34882),Male,"5' 5"" at withers",1050 lbs (476 kg),"What If?  #34(August, 1982)","August, 1982",1982,65,105,Aragorn,Earth-34882,Marvel,under,"[' 1 Appearances of Aragorn (Earth-34882)\n', '  Minor Appearances of Aragorn (Earth-34882)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0e/Aragorn_%28Earth-34882%29_from_What_If%3F_Vol_1_34_0001.jpg/revision/latest?cb=20120116045137,Aragorn,Aragorn,
http://marvel.wikia.com/wiki/Aragorn_(Earth-616),Male,"5' 5"" at withers",1050 lbs (476 kg),"Avengers  #48(January, 1968)","January, 1968",1968,65,105,Aragorn,Earth-616,Marvel,under,"[' 132 Appearances of Aragorn (Earth-616)\n', ' 5 Minor Appearances of Aragorn (Earth-616)\n']",132,5,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Aragorn_%28Earth-616%29_from_Marvel_Pets_Handbook_Vol_1_1_0001.jpg/revision/latest?cb=20160510040544,Aragorn,Aragorn,
http://marvel.wikia.com/wiki/Anita_Blake_(Earth-97534),Female,"5' 3""",106 lbs (48 kg),"Anita Blake: Vampire Hunter - Guilty Pleasures  #1(October, 2006)","October, 2006",2006,63,106,Anita Blake,Earth-97534,Marvel,under,"[' 20 Appearances of Anita Blake (Earth-97534)\n', '  Minor Appearances of Anita Blake (Earth-97534)\n']",20,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/Anita_Blake_Vampire_Hunter_-_The_First_Death_Vol_1_2_Variant.jpg/revision/latest?cb=20160917035521,Anita Blake,Anita Katerine Blake,
http://marvel.wikia.com/wiki/Cassandra_Lang_(Earth-616),Female,"5' 4"" (Variable)",106 lbs (48 kg) (Variable),"Marvel Premiere  #47(April, 1979) (As Cassie Lang)Young Avengers  #6(September, 2005)(As Stature)Astonishing Ant-Man  #6(May, 2016)(As Stinger)","May, 2016",2016,64,106,Cassandra Lang,Earth-616,Marvel,under,"[' 187 Appearances of Cassandra Lang (Earth-616)\n', ' 8 Minor Appearances of Cassandra Lang (Earth-616)\n']",187,8,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Cassandra_Lang_%28Earth-616%29_from_Astonishing_Ant-Man_Vol_1_6_001.jpg/revision/latest?cb=20160318001649,Stinger,"Cassandra Eleanor ""Cassie"" Lang",Cassie Lang
http://marvel.wikia.com/wiki/Hope_Summers_(Earth-616),Female,"5' 6""",106 lbs (48 kg),"X-Men Vol 2  #205(January, 2008)","January, 2008",2008,66,106,Hope Summers,Earth-616,Marvel,under,"[' 217 Appearances of Hope Summers (Earth-616)\n', ' 12 Minor Appearances of Hope Summers (Earth-616)\n']",217,12,https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Generation_Hope_Vol_1_2_Women_of_Marvel_Variant_Textless.jpg/revision/latest?cb=20110101103003,Hope Summers,Hope Summers,
http://marvel.wikia.com/wiki/Kelly_Kooliq_(Earth-616),Female,"5' 1""",106 lbs (48 kg),"Captain Marvel Vol 4  #4(April, 2000)","April, 2000",2000,61,106,Kelly Kooliq,Earth-616,Marvel,normal,"[' 8 Appearances of Kelly Kooliq (Earth-616)\n', '  Minor Appearances of Kelly Kooliq (Earth-616)\n']",8,0,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4f/Kelly_Kooliq_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_4_001.jpg/revision/latest?cb=20151129191150,Kelly Kooliq,Kelly Kooliq,
http://marvel.wikia.com/wiki/Karl_Kort_(Earth-616),Male,"5' 0""",107 lbs (49 kg),"Fantastic Four  #12(March, 1963)","March, 1963",1963,60,107,Karl Kort,Earth-616,Marvel,normal,"[' 7 Appearances of Karl Kort (Earth-616)\n', ' 1 Minor Appearances of Karl Kort (Earth-616)\n']",7,1,https://vignette.wikia.nocookie.net/marveldatabase/images/6/67/Karl_Kort_%28Earth-616%29_from_Fantastic_Four_Vol_1_12_0001.jpg/revision/latest?cb=20051114234317,Wrecker,Karl Kort,
http://marvel.wikia.com/wiki/Nigel_Higgins_(Earth-616),Male,"5' 10""",108 lbs (49 kg),"Punisher Vol 2  #64(June, 1992)","June, 1992",1992,70,108,Nigel Higgins,Earth-616,Marvel,under,"[' 27 Appearances of Nigel Higgins (Earth-616)\n', '  Minor Appearances of Nigel Higgins (Earth-616)\n']",27,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9d/Nigel_Higgins_%28Earth-616%29_from_Contest_of_Champions_Vol_1_10_001.jpg/revision/latest?cb=20160722044737,Outlaw,Nigel Higgins,
http://marvel.wikia.com/wiki/Helen_Takahama_(Earth-616),Female,"5' 5""",109 lbs (49 kg),"Thunderbolts  #1(April, 1997)","April, 1997",1997,65,109,Helen Takahama,Earth-616,Marvel,under,"[' 77 Appearances of Helen Takahama (Earth-616)\n', ' 3 Minor Appearances of Helen Takahama (Earth-616)\n']",77,3,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a4/Thunderbolts_Vol_3_10_Bagley_Variant_Textless.jpg/revision/latest?cb=20161007175826,Jolt,Helen Takahama,
http://marvel.wikia.com/wiki/Josephine_Pulaski_(Earth-616),Female,"5' 2""",109 lbs (49 kg),"Amazing Fantasy  #17(January, 1996)","January, 1996",1996,62,109,Josephine Pulaski,Earth-616,Marvel,normal,"[' 9 Appearances of Josephine Pulaski (Earth-616)\n', '  Minor Appearances of Josephine Pulaski (Earth-616)\n']",9,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Josephine_Pulaski_%28Earth-616%29_from_Amazing_Fantasy_Vol_1_17_0001.jpg/revision/latest?cb=20160806001329,Joey Pulaski,Josephine Pulaski,
http://marvel.wikia.com/wiki/Kimura_(Earth-616),Female,"5' 9""",109 lbs (49 kg),"New X-Men Vol 2  #31(December, 2006)","December, 2006",2006,69,109,Kimura,Earth-616,Marvel,under,"[' 25 Appearances of Kimura (Earth-616)\n', '  Minor Appearances of Kimura (Earth-616)\n']",25,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9b/Kimura_%28Earth-616%29_from_All-New_Wolverine_Vol_1_18_cover_001.jpg/revision/latest?cb=20170313002336,Kimura,Kimura,
http://marvel.wikia.com/wiki/Nathaniel_Omen_(Earth-616),Male,"4' 11""",109 lbs (49 kg),"Incredible Hulk  #164(June, 1973)","June, 1973",1973,59,109,Nathaniel Omen,Earth-616,Marvel,normal,"[' 5 Appearances of Nathaniel Omen (Earth-616)\n', '  Minor Appearances of Nathaniel Omen (Earth-616)\n']",5,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d4/Incredible_Hulk_Vol_1_164_page_05_Nathaniel_Omen_%28Earth-616%29.jpg/revision/latest?cb=20100627205441,Captain Omen,Nathaniel Omen,
http://marvel.wikia.com/wiki/Aireo_(Earth-616),Male,"5' 9""",110 lbs (50 kg),"Fantastic Four  #47(February, 1966)","February, 1966",1966,69,110,Aireo,Earth-616,Marvel,under,"[' 32 Appearances of Aireo (Earth-616)\n', '  Minor Appearances of Aireo (Earth-616)\n']",32,0,https://vignette.wikia.nocookie.net/marveldatabase/images/1/11/Aireo_%28Earth-616%29_from_Avengers_The_Initiative_Vol_1_26_0001.png/revision/latest?cb=20130729195516,Skybreaker,Aireo,
http://marvel.wikia.com/wiki/Albert_Destine_(Earth-616),Male,"5' 4""",110 lbs (50 kg),"Clandestine  #1(October, 1994)","October, 1994",1994,64,110,Albert Destine,Earth-616,Marvel,normal,"[' 6 Appearances of Albert Destine (Earth-616)\n', '  Minor Appearances of Albert Destine (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d6/Albert_Destine_%28Earth-616%29_from_Clandestine_Vol_2_1_0001.jpg/revision/latest?cb=20080331231047,Albert Destine,Albert Destine,
http://marvel.wikia.com/wiki/Alicia_Masters_(Earth-616),Female,"5' 4""",110 lbs (50 kg),"Fantastic Four  #8(November, 1962)","November, 1962",1962,64,110,Alicia Masters,Earth-616,Marvel,normal,"[' 334 Appearances of Alicia Masters (Earth-616)\n', ' 16 Minor Appearances of Alicia Masters (Earth-616)\n']",334,16,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5c/Alicia_Masters_%28Earth-616%29_from_Fantastic_Four_Vol_6_1_001.jpg/revision/latest?cb=20180810005408,Alicia Masters,Alicia Reiss Masters,
http://marvel.wikia.com/wiki/Alicia_Masters_(Earth-9997),Female,"5' 4""",110 lbs (50 kg),"Earth X  #0(March, 1999)","March, 1999",1999,64,110,Alicia Masters,Earth-9997,Marvel,normal,"[' 17 Appearances of Alicia Masters (Earth-9997)\n', '  Minor Appearances of Alicia Masters (Earth-9997)\n']",17,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/70/Alicia_Masters_%28Earth-9997%29_Paradise_X_Vol_1_3.jpg/revision/latest?cb=20150903164553,Alicia Masters,Alicia Masters-Grimm,
http://marvel.wikia.com/wiki/Alison_Kane_(Earth-616),Female,"5' 6""",110 lbs (50 kg),"Shadow Riders  #1(June, 1993)","June, 1993",1993,66,110,Alison Kane,Earth-616,Marvel,under,"[' 5 Appearances of Alison Kane (Earth-616)\n', '  Minor Appearances of Alison Kane (Earth-616)\n']",5,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0a/Alison_Kane_%28Earth-616%29_Shadow_Riders_Vol_1_1_0001.jpg/revision/latest?cb=20161006153623,Roadie,Alison Kane,
http://marvel.wikia.com/wiki/Alison_Mongrain_(Earth-616),Female,"5' 7""",110 lbs (50 kg),"The Spectacular Spider-Man  #240(November, 1996)","November, 1996",1996,67,110,Alison Mongrain,Earth-616,Marvel,under,"[' 17 Appearances of Alison Mongrain (Earth-616)\n', '  Minor Appearances of Alison Mongrain (Earth-616)\n']",17,0,https://vignette.wikia.nocookie.net/marveldatabase/images/1/16/Alison_Mongrain_%28Earth-616%29_from_The_Spectacular_Spider-Man_Vol_1_240_0001.jpg/revision/latest?cb=20161006155314,Alison Mongrain,Alison Mongrain,
http://marvel.wikia.com/wiki/Ambrose_Meek_(Earth-616),Male,"5' 11""",110 lbs (50 kg),"Mystic Comics  #8(March, 1942)","March, 1942",1942,71,110,Ambrose Meek,Earth-616,Marvel,under,"[' 3 Appearances of Ambrose Meek (Earth-616)\n', '  Minor Appearances of Ambrose Meek (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/b/bc/Ambrose_Meek_%28Earth-616%29_from_Fear_Itself_Fellowship_of_Fear_Vol_1_1_0001.jpg/revision/latest?cb=20170125051504,Doctor Fear,Ambrose Q. Meak,
http://marvel.wikia.com/wiki/Andrea_von_Strucker_(Clone)_(Earth-616),Female,"5' 9""",110 lbs (50 kg),"Thunderbolts  #122(September, 2008)","September, 2008",2008,69,110,Andrea von Strucker (Clone),Earth-616,Marvel,under,"[' 12 Appearances of Andrea von Strucker (Clone) (Earth-616)\n', ' 1 Minor Appearances of Andrea von Strucker (Clone) (Earth-616)\n']",12,1,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5d/Andrea_von_Strucker_%28Clone%29_%28Earth-616%29_from_Black_Panther_Vol_6_6_001.jpg/revision/latest?cb=20160916014537,Andrea von Strucker,Andrea von Strucker,
http://marvel.wikia.com/wiki/Andrea_von_Strucker_(Earth-1610),Female,"5' 9""",110 lbs (50 kg),"Ultimate X-Men  #51(November, 2004)","November, 2004",2004,69,110,Andrea von Strucker,Earth-1610,Marvel,under,"[' 7 Appearances of Andrea von Strucker (Earth-1610)\n', '  Minor Appearances of Andrea von Strucker (Earth-1610)\n']",7,0,https://vignette.wikia.nocookie.net/marveldatabase/images/3/35/Andrea_von_Strucker_%28Earth-1610%29_from_Ultimate_X-Men_Vol_1_84_0001.jpg/revision/latest?cb=20180417170316,Andrea von Strucker,Andrea von Strucker,
